ITEM_CODE,STAGE,PROCESS,QTY,TONNAGE,DATE,AGING
1HC0041643P0001,WIP_MC,2.38368,0.018,0.018,2025-07-24 02:16:02.776987,
2GHV039429P1001_RF_PNT,WIP_MC,48,1.0,0.185,2025-07-24 02:16:02.776987,
2GHV039429P1001_RF_PNT,WIP_MC,49.66,185.0,0.185,2025-07-24 02:16:02.776987,
2GHV039429P1001_RF_PNT,WIP_MC,2.38368,0.185,0.185,2025-07-24 02:16:02.776987,
2GJA200494P09_RY_PNT,WIP_MC,2,1.0,0.056,2025-07-24 02:16:02.776987,
2GJA200494P09_RY_PNT,WIP_MC,48,1.0,0.056,2025-07-24 02:16:02.776987,
2GJA200494P09_RY_PNT,WIP_MC,49.66,56.0,0.056,2025-07-24 02:16:02.776987,
2GJA200494P09_RY_PNT,WIP_MC,2.38368,0.056,0.056,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,3,15.0,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,27,1.0,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,3,2.0,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,9,10.0,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,48,28.0,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,49.66,82.8,2.3184,2025-07-24 02:16:02.776987,
2GHV973219P0001_R0G,WIP_MC,2.38368,2.3184,2.3184,2025-07-24 02:16:02.776987,
2GHV089652P0002_RC,WIP_MC,1,1.0,0.075,2025-07-24 02:16:02.776987,
2GHV089652P0002_RC,WIP_MC,48,1.0,0.075,2025-07-24 02:16:02.776987,
2GHV089652P0002_RC,WIP_MC,49.66,75.0,0.075,2025-07-24 02:16:02.776987,
2GHV089652P0002_RC,WIP_MC,2.38368,0.075,0.075,2025-07-24 02:16:02.776987,
DYB0690034W001,WIP_MC,1,1.0,0.072,2025-07-24 02:16:02.776987,
DYB0690034W001,WIP_MC,48,1.0,0.072,2025-07-24 02:16:02.776987,
DYB0690034W001,WIP_MC,49.66,72.0,0.072,2025-07-24 02:16:02.776987,
DYB0690034W001,WIP_MC,2.38368,0.072,0.072,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,1,1.0,0.36,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,9,1.0,0.36,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,1,3.0,0.36,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,48,5.0,0.36,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,49.66,72.0,0.36,2025-07-24 02:16:02.776987,
DYB0601166W001,WIP_MC,2.38368,0.36,0.36,2025-07-24 02:16:02.776987,
DYB0618216W001,WIP_MC,1,1.0,0.0846,2025-07-24 02:16:02.776987,
DYB0618216W001,WIP_MC,48,1.0,0.0846,2025-07-24 02:16:02.776987,
DYB0618216W001,WIP_MC,49.66,84.6,0.0846,2025-07-24 02:16:02.776987,
DYB0618216W001,WIP_MC,2.38368,0.0846,0.0846,2025-07-24 02:16:02.776987,
DYB0603227W001,WIP_MC,2,1.0,0.14066,2025-07-24 02:16:02.776987,
DYB0603227W001,WIP_MC,1,1.0,0.14066,2025-07-24 02:16:02.776987,
DYB0603227W001,WIP_MC,48,2.0,0.14066,2025-07-24 02:16:02.776987,
DYB0603227W001,WIP_MC,49.66,70.33,0.14066,2025-07-24 02:16:02.776987,
DYB0603227W001,WIP_MC,2.38368,0.14066,0.14066,2025-07-24 02:16:02.776987,
DYB0616833W001,WIP_MC,2,1.0,0.8205,2025-07-24 02:16:02.776987,
DYB0616833W001,WIP_MC,9,2.0,0.8205,2025-07-24 02:16:02.776987,
DYB0616833W001,WIP_MC,48,3.0,0.8205,2025-07-24 02:16:02.776987,
DYB0616833W001,WIP_MC,49.66,273.5,0.8205,2025-07-24 02:16:02.776987,
DYB0616833W001,WIP_MC,2.38368,0.8205,0.8205,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,1,1.0,0.288,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,9,1.0,0.288,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,1,2.0,0.288,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,48,4.0,0.288,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,49.66,72.0,0.288,2025-07-24 02:16:02.776987,
DYB0602875W005,WIP_MC,2.38368,0.288,0.288,2025-07-24 02:16:02.776987,
DYB0690028W005_R04,WIP_MC,1,1.0,0.072,2025-07-24 02:16:02.776987,
DYB0690028W005_R04,WIP_MC,48,1.0,0.072,2025-07-24 02:16:02.776987,
DYB0690028W005_R04,WIP_MC,49.66,72.0,0.072,2025-07-24 02:16:02.776987,
DYB0690028W005_R04,WIP_MC,2.38368,0.072,0.072,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,2,3.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,1,3.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,9,1.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,1,4.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,48,11.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,49.66,140.0,1.54,2025-07-24 02:16:02.776987,
DYB0624830W001,WIP_MC,2.38368,1.54,1.54,2025-07-24 02:16:02.776987,
DYB0619248W001_R09,WIP_MC,1,2.0,0.28,2025-07-24 02:16:02.776987,
DYB0619248W001_R09,WIP_MC,48,2.0,0.28,2025-07-24 02:16:02.776987,
DYB0619248W001_R09,WIP_MC,49.66,140.0,0.28,2025-07-24 02:16:02.776987,
DYB0619248W001_R09,WIP_MC,2.38368,0.28,0.28,2025-07-24 02:16:02.776987,
DYB0624777W001,WIP_MC,1,1.0,0.14,2025-07-24 02:16:02.776987,
DYB0624777W001,WIP_MC,48,1.0,0.14,2025-07-24 02:16:02.776987,
DYB0624777W001,WIP_MC,49.66,140.0,0.14,2025-07-24 02:16:02.776987,
DYB0624777W001,WIP_MC,2.38368,0.14,0.14,2025-07-24 02:16:02.776987,
DYB0624838W001,WIP_MC,2,1.0,0.14,2025-07-24 02:16:02.776987,
DYB0624838W001,WIP_MC,48,1.0,0.14,2025-07-24 02:16:02.776987,
DYB0624838W001,WIP_MC,49.66,140.0,0.14,2025-07-24 02:16:02.776987,
DYB0624838W001,WIP_MC,2.38368,0.14,0.14,2025-07-24 02:16:02.776987,
DYB0603256W001,WIP_MC,2,2.0,0.2178,2025-07-24 02:16:02.776987,
DYB0603256W001,WIP_MC,1,1.0,0.2178,2025-07-24 02:16:02.776987,
DYB0603256W001,WIP_MC,48,3.0,0.2178,2025-07-24 02:16:02.776987,
DYB0603256W001,WIP_MC,49.66,72.6,0.2178,2025-07-24 02:16:02.776987,
DYB0603256W001,WIP_MC,2.38368,0.2178,0.2178,2025-07-24 02:16:02.776987,
DYB0603253W003,WIP_MC,2,4.0,0.47624,2025-07-24 02:16:02.776987,
DYB0603253W003,WIP_MC,48,4.0,0.47624,2025-07-24 02:16:02.776987,
DYB0603253W003,WIP_MC,49.66,119.06,0.47624,2025-07-24 02:16:02.776987,
DYB0603253W003,WIP_MC,2.38368,0.47624,0.47624,2025-07-24 02:16:02.776987,
DYB0609402T0001,WIP_MC,1,2.0,0.2332,2025-07-24 02:16:02.776987,
DYB0609402T0001,WIP_MC,48,2.0,0.2332,2025-07-24 02:16:02.776987,
DYB0609402T0001,WIP_MC,49.66,116.6,0.2332,2025-07-24 02:16:02.776987,
DYB0609402T0001,WIP_MC,2.38368,0.2332,0.2332,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,1,1.0,0.994,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,9,4.0,0.994,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,1,2.0,0.994,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,48,7.0,0.994,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,49.66,142.0,0.994,2025-07-24 02:16:02.776987,
DYB0606129W001,WIP_MC,2.38368,0.994,0.994,2025-07-24 02:16:02.776987,
DYB0606682W001,WIP_MC,1,2.0,0.26839999999999997,2025-07-24 02:16:02.776987,
DYB0606682W001,WIP_MC,1,2.0,0.26839999999999997,2025-07-24 02:16:02.776987,
DYB0606682W001,WIP_MC,48,4.0,0.26839999999999997,2025-07-24 02:16:02.776987,
DYB0606682W001,WIP_MC,49.66,67.1,0.26839999999999997,2025-07-24 02:16:02.776987,
DYB0606682W001,WIP_MC,2.38368,0.26839999999999997,0.26839999999999997,2025-07-24 02:16:02.776987,
DYB0618397W002,WIP_MC,1,1.0,0.10013,2025-07-24 02:16:02.776987,
DYB0618397W002,WIP_MC,48,1.0,0.10013,2025-07-24 02:16:02.776987,
DYB0618397W002,WIP_MC,49.66,100.13,0.10013,2025-07-24 02:16:02.776987,
DYB0618397W002,WIP_MC,2.38368,0.10013,0.10013,2025-07-24 02:16:02.776987,
DYB0620943W001,WIP_MC,1,1.0,0.0456,2025-07-24 02:16:02.776987,
DYB0620943W001,WIP_MC,48,1.0,0.0456,2025-07-24 02:16:02.776987,
DYB0620943W001,WIP_MC,49.66,45.6,0.0456,2025-07-24 02:16:02.776987,
DYB0620943W001,WIP_MC,2.38368,0.0456,0.0456,2025-07-24 02:16:02.776987,
DYC0302208W001,WIP_MC,3,1.0,0.038,2025-07-24 02:16:02.776987,
DYC0302208W001,WIP_MC,48,1.0,0.038,2025-07-24 02:16:02.776987,
DYC0302208W001,WIP_MC,49.66,38.0,0.038,2025-07-24 02:16:02.776987,
DYC0302208W001,WIP_MC,2.38368,0.038,0.038,2025-07-24 02:16:02.776987,
DYB0107066W001,WIP_MC,1,4.0,0.43651999999999996,2025-07-24 02:16:02.776987,
DYB0107066W001,WIP_MC,48,4.0,0.43651999999999996,2025-07-24 02:16:02.776987,
DYB0107066W001,WIP_MC,49.66,109.13,0.43651999999999996,2025-07-24 02:16:02.776987,
DYB0107066W001,WIP_MC,2.38368,0.43651999999999996,0.43651999999999996,2025-07-24 02:16:02.776987,
DYB0613303W001,WIP_MC,9,3.0,0.2113,2025-07-24 02:16:02.776987,
DYB0613303W001,WIP_MC,1,2.0,0.2113,2025-07-24 02:16:02.776987,
DYB0613303W001,WIP_MC,48,5.0,0.2113,2025-07-24 02:16:02.776987,
DYB0613303W001,WIP_MC,49.66,42.26,0.2113,2025-07-24 02:16:02.776987,
DYB0613303W001,WIP_MC,2.38368,0.2113,0.2113,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,2,1.0,1.02,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,9,3.0,1.02,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,1,2.0,1.02,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,48,6.0,1.02,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,49.66,170.0,1.02,2025-07-24 02:16:02.776987,
DYB0624505W001,WIP_MC,2.38368,1.02,1.02,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,2,1.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,1,4.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,3,1.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,9,1.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,1,12.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,48,19.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,49.66,107.0,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001,WIP_MC,2.38368,2.033,2.033,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,27,1.0,1.819,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,1,13.0,1.819,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,1,3.0,1.819,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,48,17.0,1.819,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,49.66,107.0,1.819,2025-07-24 02:16:02.776987,
DYB0625403W001_R01,WIP_MC,2.38368,1.819,1.819,2025-07-24 02:16:02.776987,
DYB0607437W003,WIP_MC,1,1.0,0.222,2025-07-24 02:16:02.776987,
DYB0607437W003,WIP_MC,1,2.0,0.222,2025-07-24 02:16:02.776987,
DYB0607437W003,WIP_MC,48,3.0,0.222,2025-07-24 02:16:02.776987,
DYB0607437W003,WIP_MC,49.66,74.0,0.222,2025-07-24 02:16:02.776987,
DYB0607437W003,WIP_MC,2.38368,0.222,0.222,2025-07-24 02:16:02.776987,
DYB0629421T0001_R4.1_KOR,WIP_MC,1,1.0,0.184,2025-07-24 02:16:02.776987,
DYB0629421T0001_R4.1_KOR,WIP_MC,48,1.0,0.184,2025-07-24 02:16:02.776987,
DYB0629421T0001_R4.1_KOR,WIP_MC,49.66,184.0,0.184,2025-07-24 02:16:02.776987,
DYB0629421T0001_R4.1_KOR,WIP_MC,2.38368,0.184,0.184,2025-07-24 02:16:02.776987,
M-01-00815-C_RC,WIP_MC,2,1.0,0.064,2025-07-24 02:16:02.776987,
M-01-00815-C_RC,WIP_MC,48,1.0,0.064,2025-07-24 02:16:02.776987,
M-01-00815-C_RC,WIP_MC,49.66,64.0,0.064,2025-07-24 02:16:02.776987,
M-01-00815-C_RC,WIP_MC,2.38368,0.064,0.064,2025-07-24 02:16:02.776987,
M-01-03374-C_RC,WIP_MC,1,1.0,0.05,2025-07-24 02:16:02.776987,
M-01-03374-C_RC,WIP_MC,48,1.0,0.05,2025-07-24 02:16:02.776987,
M-01-03374-C_RC,WIP_MC,49.66,50.0,0.05,2025-07-24 02:16:02.776987,
M-01-03374-C_RC,WIP_MC,2.38368,0.05,0.05,2025-07-24 02:16:02.776987,
M-03-00006-C_RC,WIP_MC,27,2.0,0.09447,2025-07-24 02:16:02.776987,
M-03-00006-C_RC,WIP_MC,1,1.0,0.09447,2025-07-24 02:16:02.776987,
M-03-00006-C_RC,WIP_MC,48,3.0,0.09447,2025-07-24 02:16:02.776987,
M-03-00006-C_RC,WIP_MC,49.66,31.49,0.09447,2025-07-24 02:16:02.776987,
M-03-00006-C_RC,WIP_MC,2.38368,0.09447,0.09447,2025-07-24 02:16:02.776987,
M-05-00003_R00,WIP_MC,9,1.0,0.005,2025-07-24 02:16:02.776987,
M-05-00003_R00,WIP_MC,1,4.0,0.005,2025-07-24 02:16:02.776987,
M-05-00003_R00,WIP_MC,48,5.0,0.005,2025-07-24 02:16:02.776987,
M-05-00003_R00,WIP_MC,49.66,1.0,0.005,2025-07-24 02:16:02.776987,
M-05-00003_R00,WIP_MC,2.38368,0.005,0.005,2025-07-24 02:16:02.776987,
DDF10182K-12_RP,WIP_MC,1,1.0,0.148,2025-07-24 02:16:02.776987,
DDF10182K-12_RP,WIP_MC,48,1.0,0.148,2025-07-24 02:16:02.776987,
DDF10182K-12_RP,WIP_MC,49.66,148.0,0.148,2025-07-24 02:16:02.776987,
DDF10182K-12_RP,WIP_MC,2.38368,0.148,0.148,2025-07-24 02:16:02.776987,
DDF20432K-1_RF,WIP_MC,1,2.0,0.032,2025-07-24 02:16:02.776987,
DDF20432K-1_RF,WIP_MC,48,2.0,0.032,2025-07-24 02:16:02.776987,
DDF20432K-1_RF,WIP_MC,49.66,16.0,0.032,2025-07-24 02:16:02.776987,
DDF20432K-1_RF,WIP_MC,2.38368,0.032,0.032,2025-07-24 02:16:02.776987,
X57501400159_RI4,WIP_MC,9,1.0,0.15,2025-07-24 02:16:02.776987,
X57501400159_RI4,WIP_MC,48,3.0,0.15,2025-07-24 02:16:02.776987,
X57501400159_RI4,WIP_MC,49.66,50.0,0.15,2025-07-24 02:16:02.776987,
X57501400159_RI4,WIP_MC,2.38368,0.15,0.15,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,27,6.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,1,5.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,9,5.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,1,1.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,48,17.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,49.66,36.0,0.612,2025-07-24 02:16:02.776987,
412300-2801110-04,WIP_MC,2.38368,0.612,0.612,2025-07-24 02:16:02.776987,
412301-2801110-04,WIP_MC,1,1.0,0.036,2025-07-24 02:16:02.776987,
412301-2801110-04,WIP_MC,48,1.0,0.036,2025-07-24 02:16:02.776987,
412301-2801110-04,WIP_MC,49.66,36.0,0.036,2025-07-24 02:16:02.776987,
412301-2801110-04,WIP_MC,2.38368,0.036,0.036,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,2,2.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,1,2.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,1,8.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,9,2.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,48,26.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,49.66,37.0,0.962,2025-07-24 02:16:02.776987,
412300-2811100-04,WIP_MC,2.38368,0.962,0.962,2025-07-24 02:16:02.776987,
412301-2811100-04,WIP_MC,48,1.0,0.037,2025-07-24 02:16:02.776987,
412301-2811100-04,WIP_MC,49.66,37.0,0.037,2025-07-24 02:16:02.776987,
412301-2811100-04,WIP_MC,2.38368,0.037,0.037,2025-07-24 02:16:02.776987,
30.322.21,WIP_MC,48,1.0,0.048,2025-07-24 02:16:02.776987,
30.322.21,WIP_MC,49.66,48.0,0.048,2025-07-24 02:16:02.776987,
30.322.21,WIP_MC,2.38368,0.048,0.048,2025-07-24 02:16:02.776987,
C1B46827171003_RH,WIP_MC,1,1.0,0.05813,2025-07-24 02:16:02.776987,
C1B46827171003_RH,WIP_MC,48,1.0,0.05813,2025-07-24 02:16:02.776987,
C1B46827171003_RH,WIP_MC,49.66,58.13,0.05813,2025-07-24 02:16:02.776987,
C1B46827171003_RH,WIP_MC,2.38368,0.05813,0.05813,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,1,1.0,0.29065,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,9,2.0,0.29065,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,1,2.0,0.29065,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,48,5.0,0.29065,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,49.66,58.13,0.29065,2025-07-24 02:16:02.776987,
C1B46827171004_RH,WIP_MC,2.38368,0.29065,0.29065,2025-07-24 02:16:02.776987,
C1B46827171010_RH,WIP_MC,1,1.0,0.05813,2025-07-24 02:16:02.776987,
C1B46827171010_RH,WIP_MC,48,1.0,0.05813,2025-07-24 02:16:02.776987,
C1B46827171010_RH,WIP_MC,49.66,58.13,0.05813,2025-07-24 02:16:02.776987,
C1B46827171010_RH,WIP_MC,2.38368,0.05813,0.05813,2025-07-24 02:16:02.776987,
C1B46827171001_RH,WIP_MC,1,2.0,0.23252,2025-07-24 02:16:02.776987,
C1B46827171001_RH,WIP_MC,48,4.0,0.23252,2025-07-24 02:16:02.776987,
C1B46827171001_RH,WIP_MC,49.66,58.13,0.23252,2025-07-24 02:16:02.776987,
C1B46827171001_RH,WIP_MC,2.38368,0.23252,0.23252,2025-07-24 02:16:02.776987,
C1B46827167006_RL,WIP_MC,48,1.0,0.069,2025-07-24 02:16:02.776987,
C1B46827167006_RL,WIP_MC,49.66,69.0,0.069,2025-07-24 02:16:02.776987,
C1B46827167006_RL,WIP_MC,2.38368,0.069,0.069,2025-07-24 02:16:02.776987,
C1B46827167011_RL,WIP_MC,1,2.0,0.138,2025-07-24 02:16:02.776987,
C1B46827167011_RL,WIP_MC,48,2.0,0.138,2025-07-24 02:16:02.776987,
C1B46827167011_RL,WIP_MC,49.66,69.0,0.138,2025-07-24 02:16:02.776987,
C1B46827167011_RL,WIP_MC,2.38368,0.138,0.138,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,2,2.0,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,1,4.0,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,9,1.0,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,1,1.0,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,48,8.0,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,49.66,63.33,0.50664,2025-07-24 02:16:02.776987,
PTD4848110001,WIP_MC,2.38368,0.50664,0.50664,2025-07-24 02:16:02.776987,
C1B42748110001,WIP_MC,2,1.0,0.06333,2025-07-24 02:16:02.776987,
C1B42748110001,WIP_MC,48,1.0,0.06333,2025-07-24 02:16:02.776987,
C1B42748110001,WIP_MC,49.66,63.33,0.06333,2025-07-24 02:16:02.776987,
C1B42748110001,WIP_MC,2.38368,0.06333,0.06333,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,1,1.0,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,9,1.0,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,1,1.0,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,48,4.0,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,49.66,360.5,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0,WIP_MC,2.38368,1.442,1.442,2025-07-24 02:16:02.776987,
C1B46827600001_RS0_BER,WIP_MC,1,1.0,0.3605,2025-07-24 02:16:02.776987,
C1B46827600001_RS0_BER,WIP_MC,48,1.0,0.3605,2025-07-24 02:16:02.776987,
C1B46827600001_RS0_BER,WIP_MC,49.66,360.5,0.3605,2025-07-24 02:16:02.776987,
C1B46827600001_RS0_BER,WIP_MC,2.38368,0.3605,0.3605,2025-07-24 02:16:02.776987,
C1B46817724001_RK0,WIP_MC,1,1.0,0.18153,2025-07-24 02:16:02.776987,
C1B46817724001_RK0,WIP_MC,48,1.0,0.18153,2025-07-24 02:16:02.776987,
C1B46817724001_RK0,WIP_MC,49.66,181.53,0.18153,2025-07-24 02:16:02.776987,
C1B46817724001_RK0,WIP_MC,2.38368,0.18153,0.18153,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,3,1.0,0.8836,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,1,1.0,0.8836,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,9,1.0,0.8836,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,48,4.0,0.8836,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,49.66,220.9,0.8836,2025-07-24 02:16:02.776987,
C1B46817714021_RH0,WIP_MC,2.38368,0.8836,0.8836,2025-07-24 02:16:02.776987,
C1B46817714001_RH0_BER,WIP_MC,1,1.0,2.209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0_BER,WIP_MC,9,9.0,2.209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0_BER,WIP_MC,48,10.0,2.209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0_BER,WIP_MC,49.66,220.9,2.209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0_BER,WIP_MC,2.38368,2.209,2.209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0,WIP_MC,9,1.0,0.2209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0,WIP_MC,48,1.0,0.2209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0,WIP_MC,49.66,220.9,0.2209,2025-07-24 02:16:02.776987,
C1B46817714001_RH0,WIP_MC,2.38368,0.2209,0.2209,2025-07-24 02:16:02.776987,
C1B46817715021_RH0,WIP_MC,9,2.0,0.65259,2025-07-24 02:16:02.776987,
C1B46817715021_RH0,WIP_MC,1,1.0,0.65259,2025-07-24 02:16:02.776987,
C1B46817715021_RH0,WIP_MC,48,3.0,0.65259,2025-07-24 02:16:02.776987,
C1B46817715021_RH0,WIP_MC,49.66,217.53,0.65259,2025-07-24 02:16:02.776987,
C1B46817715021_RH0,WIP_MC,2.38368,0.65259,0.65259,2025-07-24 02:16:02.776987,
C1B46817715001_RH0,WIP_MC,1,1.0,0.21753,2025-07-24 02:16:02.776987,
C1B46817715001_RH0,WIP_MC,48,1.0,0.21753,2025-07-24 02:16:02.776987,
C1B46817715001_RH0,WIP_MC,49.66,217.53,0.21753,2025-07-24 02:16:02.776987,
C1B46817715001_RH0,WIP_MC,2.38368,0.21753,0.21753,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,1,3.0,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,9,1.0,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,1,9.0,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,48,15.0,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,49.66,272.63,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0_BER,WIP_MC,2.38368,4.08945,4.08945,2025-07-24 02:16:02.776987,
C1B46817838001_RF0,WIP_MC,1,2.0,1.36315,2025-07-24 02:16:02.776987,
C1B46817838001_RF0,WIP_MC,1,3.0,1.36315,2025-07-24 02:16:02.776987,
C1B46817838001_RF0,WIP_MC,48,5.0,1.36315,2025-07-24 02:16:02.776987,
C1B46817838001_RF0,WIP_MC,49.66,272.63,1.36315,2025-07-24 02:16:02.776987,
C1B46817838001_RF0,WIP_MC,2.38368,1.36315,1.36315,2025-07-24 02:16:02.776987,
C1B46817838001,WIP_MC,1,1.0,0.27263,2025-07-24 02:16:02.776987,
C1B46817838001,WIP_MC,48,1.0,0.27263,2025-07-24 02:16:02.776987,
C1B46817838001,WIP_MC,49.66,272.63,0.27263,2025-07-24 02:16:02.776987,
C1B46817838001,WIP_MC,2.38368,0.27263,0.27263,2025-07-24 02:16:02.776987,
PTD4G27473001,WIP_MC,9,1.0,0.51775,2025-07-24 02:16:02.776987,
PTD4G27473001,WIP_MC,48,1.0,0.51775,2025-07-24 02:16:02.776987,
PTD4G27473001,WIP_MC,49.66,517.75,0.51775,2025-07-24 02:16:02.776987,
PTD4G27473001,WIP_MC,2.38368,0.51775,0.51775,2025-07-24 02:16:02.776987,
C1B46827473001_RD1,WIP_MC,1,4.0,2.071,2025-07-24 02:16:02.776987,
C1B46827473001_RD1,WIP_MC,48,4.0,2.071,2025-07-24 02:16:02.776987,
C1B46827473001_RD1,WIP_MC,49.66,517.75,2.071,2025-07-24 02:16:02.776987,
C1B46827473001_RD1,WIP_MC,2.38368,2.071,2.071,2025-07-24 02:16:02.776987,
C1B46817811104_RD1,WIP_MC,1,1.0,1.5418,2025-07-24 02:16:02.776987,
C1B46817811104_RD1,WIP_MC,9,2.0,1.5418,2025-07-24 02:16:02.776987,
C1B46817811104_RD1,WIP_MC,1,9.0,1.5418,2025-07-24 02:16:02.776987,
