ITEM_CODE,STAGE,PROCESS,QTY,TONNAGE,DATE,AGING
C1B46817811104_RD1,WIP_MC,48,13.0,1.5418,2025-07-24 02:16:02.776987,
C1B46817811104_RD1,WIP_MC,49.66,118.6,1.5418,2025-07-24 02:16:02.776987,
C1B46817811104_RD1,WIP_MC,2.38368,1.5418,1.5418,2025-07-24 02:16:02.776987,
C1B46819884001_RC0,WIP_MC,9,3.0,0.39704,2025-07-24 02:16:02.776987,
C1B46819884001_RC0,WIP_MC,48,4.0,0.39704,2025-07-24 02:16:02.776987,
C1B46819884001_RC0,WIP_MC,49.66,99.26,0.39704,2025-07-24 02:16:02.776987,
C1B46819884001_RC0,WIP_MC,2.38368,0.39704,0.39704,2025-07-24 02:16:02.776987,
C1B46819884061_RB0,WIP_MC,48,1.0,0.09926,2025-07-24 02:16:02.776987,
C1B46819884061_RB0,WIP_MC,49.66,99.26,0.09926,2025-07-24 02:16:02.776987,
C1B46819884061_RB0,WIP_MC,2.38368,0.09926,0.09926,2025-07-24 02:16:02.776987,
C1B46817883001_RG0_BER,WIP_MC,1,4.0,0.41,2025-07-24 02:16:02.776987,
C1B46817883001_RG0_BER,WIP_MC,48,5.0,0.41,2025-07-24 02:16:02.776987,
C1B46817883001_RG0_BER,WIP_MC,49.66,82.0,0.41,2025-07-24 02:16:02.776987,
C1B46817883001_RG0_BER,WIP_MC,2.38368,0.41,0.41,2025-07-24 02:16:02.776987,
C1B46817883061_RH0,WIP_MC,48,3.0,0.246,2025-07-24 02:16:02.776987,
C1B46817883061_RH0,WIP_MC,49.66,82.0,0.246,2025-07-24 02:16:02.776987,
C1B46817883061_RH0,WIP_MC,2.38368,0.246,0.246,2025-07-24 02:16:02.776987,
C1B46817895001_RH_BER,WIP_MC,1,1.0,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH_BER,WIP_MC,48,2.0,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH_BER,WIP_MC,49.66,74.8,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH_BER,WIP_MC,2.38368,0.14959999999999998,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH0,WIP_MC,1,1.0,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH0,WIP_MC,48,2.0,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH0,WIP_MC,49.66,74.8,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46817895001_RH0,WIP_MC,2.38368,0.14959999999999998,0.14959999999999998,2025-07-24 02:16:02.776987,
C1B46828251001_RE0,WIP_MC,1,1.0,0.27329999999999993,2025-07-24 02:16:02.776987,
C1B46828251001_RE0,WIP_MC,48,5.0,0.27329999999999993,2025-07-24 02:16:02.776987,
C1B46828251001_RE0,WIP_MC,49.66,54.66,0.27329999999999993,2025-07-24 02:16:02.776987,
C1B46828251001_RE0,WIP_MC,2.38368,0.27329999999999993,0.27329999999999993,2025-07-24 02:16:02.776987,
C1B46827479001_RU0,WIP_MC,3,3.0,0.58,2025-07-24 02:16:02.776987,
C1B46827479001_RU0,WIP_MC,9,1.0,0.58,2025-07-24 02:16:02.776987,
C1B46827479001_RU0,WIP_MC,48,5.0,0.58,2025-07-24 02:16:02.776987,
C1B46827479001_RU0,WIP_MC,49.66,116.0,0.58,2025-07-24 02:16:02.776987,
C1B46827479001_RU0,WIP_MC,2.38368,0.58,0.58,2025-07-24 02:16:02.776987,
C1B46828410001_RU0,WIP_MC,48,1.0,0.033,2025-07-24 02:16:02.776987,
C1B46828410001_RU0,WIP_MC,49.66,33.0,0.033,2025-07-24 02:16:02.776987,
C1B46828410001_RU0,WIP_MC,2.38368,0.033,0.033,2025-07-24 02:16:02.776987,
C1B46828410001,WIP_MC,1,1.0,0.033,2025-07-24 02:16:02.776987,
C1B46828410001,WIP_MC,48,1.0,0.033,2025-07-24 02:16:02.776987,
C1B46828410001,WIP_MC,49.66,33.0,0.033,2025-07-24 02:16:02.776987,
C1B46828410001,WIP_MC,2.38368,0.033,0.033,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,1,2.0,0.06251,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,1,1.0,0.06251,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,1,4.0,0.06251,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,48,7.0,0.06251,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,49.66,8.93,0.06251,2025-07-24 02:16:02.776987,
PTD4706545002_RA,WIP_MC,2.38368,0.06251,0.06251,2025-07-24 02:16:02.776987,
PTD4627610001_RG,WIP_MC,1,1.0,0.0969,2025-07-24 02:16:02.776987,
PTD4627610001_RG,WIP_MC,48,1.0,0.0969,2025-07-24 02:16:02.776987,
PTD4627610001_RG,WIP_MC,49.66,96.9,0.0969,2025-07-24 02:16:02.776987,
PTD4627610001_RG,WIP_MC,2.38368,0.0969,0.0969,2025-07-24 02:16:02.776987,
C1B46818850001_RQ0,WIP_MC,1,1.0,0.0484,2025-07-24 02:16:02.776987,
C1B46818850001_RQ0,WIP_MC,48,1.0,0.0484,2025-07-24 02:16:02.776987,
C1B46818850001_RQ0,WIP_MC,49.66,48.4,0.0484,2025-07-24 02:16:02.776987,
C1B46818850001_RQ0,WIP_MC,2.38368,0.0484,0.0484,2025-07-24 02:16:02.776987,
C1B46827006003_RC1_BER,WIP_MC,48,7.0,0.763,2025-07-24 02:16:02.776987,
C1B46827006003_RC1_BER,WIP_MC,49.66,109.0,0.763,2025-07-24 02:16:02.776987,
C1B46827006003_RC1_BER,WIP_MC,2.38368,0.763,0.763,2025-07-24 02:16:02.776987,
C1B46827006003_RC1,WIP_MC,48,2.0,0.218,2025-07-24 02:16:02.776987,
C1B46827006003_RC1,WIP_MC,49.66,109.0,0.218,2025-07-24 02:16:02.776987,
C1B46827006003_RC1,WIP_MC,2.38368,0.218,0.218,2025-07-24 02:16:02.776987,
C1B46827007003_RW0_BER,WIP_MC,9,1.0,0.436,2025-07-24 02:16:02.776987,
C1B46827007003_RW0_BER,WIP_MC,48,4.0,0.436,2025-07-24 02:16:02.776987,
C1B46827007003_RW0_BER,WIP_MC,49.66,109.0,0.436,2025-07-24 02:16:02.776987,
C1B46827007003_RW0_BER,WIP_MC,2.38368,0.436,0.436,2025-07-24 02:16:02.776987,
C1B46827134001_RO0,WIP_MC,1,1.0,0.10473,2025-07-24 02:16:02.776987,
C1B46827134001_RO0,WIP_MC,48,1.0,0.10473,2025-07-24 02:16:02.776987,
C1B46827134001_RO0,WIP_MC,49.66,104.73,0.10473,2025-07-24 02:16:02.776987,
C1B46827134001_RO0,WIP_MC,2.38368,0.10473,0.10473,2025-07-24 02:16:02.776987,
PTD4707214001_RF,WIP_MC,27,1.0,0.37920000000000004,2025-07-24 02:16:02.776987,
PTD4707214001_RF,WIP_MC,9,11.0,0.37920000000000004,2025-07-24 02:16:02.776987,
PTD4707214001_RF,WIP_MC,48,12.0,0.37920000000000004,2025-07-24 02:16:02.776987,
PTD4707214001_RF,WIP_MC,49.66,31.6,0.37920000000000004,2025-07-24 02:16:02.776987,
PTD4707214001_RF,WIP_MC,2.38368,0.37920000000000004,0.37920000000000004,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,2,1.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,27,1.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,1,2.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,3,1.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,1,2.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,9,3.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,1,7.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,48,33.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,49.66,117.0,3.861,2025-07-24 02:16:02.776987,
C1B46817427004_RE_BER,WIP_MC,2.38368,3.861,3.861,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,3,1.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,9,1.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,1,1.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,48,4.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,49.66,117.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427014_RE_BER,WIP_MC,2.38368,0.468,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,3,1.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,1,1.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,9,2.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,48,4.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,49.66,117.0,0.468,2025-07-24 02:16:02.776987,
C1B46817427005_RE_BER,WIP_MC,2.38368,0.468,0.468,2025-07-24 02:16:02.776987,
C1B46817490001_RF,WIP_MC,2,1.0,0.0,2025-07-24 02:16:02.776987,
C1B46817490001_RF,WIP_MC,48,1.0,0.0,2025-07-24 02:16:02.776987,
C1B46817490002_RF,WIP_MC,2,1.0,0.0,2025-07-24 02:16:02.776987,
C1B46817490002_RF,WIP_MC,48,1.0,0.0,2025-07-24 02:16:02.776987,
T6866341#002_PNT,WIP_MC,1,1.0,0.06,2025-07-24 02:16:02.776987,
T6866341#002_PNT,WIP_MC,48,1.0,0.06,2025-07-24 02:16:02.776987,
T6866341#002_PNT,WIP_MC,49.66,60.0,0.06,2025-07-24 02:16:02.776987,
T6866341#002_PNT,WIP_MC,2.38368,0.06,0.06,2025-07-24 02:16:02.776987,
T6861776#001_R04_PNT,WIP_MC,9,1.0,0.0768,2025-07-24 02:16:02.776987,
T6861776#001_R04_PNT,WIP_MC,1,1.0,0.0768,2025-07-24 02:16:02.776987,
T6861776#001_R04_PNT,WIP_MC,48,2.0,0.0768,2025-07-24 02:16:02.776987,
T6861776#001_R04_PNT,WIP_MC,49.66,38.4,0.0768,2025-07-24 02:16:02.776987,
T6861776#001_R04_PNT,WIP_MC,2.38368,0.0768,0.0768,2025-07-24 02:16:02.776987,
P6832097#009_R05_PNT,WIP_MC,1,1.0,0.138,2025-07-24 02:16:02.776987,
P6832097#009_R05_PNT,WIP_MC,1,1.0,0.138,2025-07-24 02:16:02.776987,
P6832097#009_R05_PNT,WIP_MC,48,3.0,0.138,2025-07-24 02:16:02.776987,
P6832097#009_R05_PNT,WIP_MC,49.66,46.0,0.138,2025-07-24 02:16:02.776987,
P6832097#009_R05_PNT,WIP_MC,2.38368,0.138,0.138,2025-07-24 02:16:02.776987,
P6833682#002_PNT,WIP_MC,1,1.0,0.092,2025-07-24 02:16:02.776987,
P6833682#002_PNT,WIP_MC,1,1.0,0.092,2025-07-24 02:16:02.776987,
P6833682#002_PNT,WIP_MC,48,2.0,0.092,2025-07-24 02:16:02.776987,
P6833682#002_PNT,WIP_MC,49.66,46.0,0.092,2025-07-24 02:16:02.776987,
P6833682#002_PNT,WIP_MC,2.38368,0.092,0.092,2025-07-24 02:16:02.776987,
P6832097#005_R05_PNT,WIP_MC,27,5.0,0.598,2025-07-24 02:16:02.776987,
P6832097#005_R05_PNT,WIP_MC,48,13.0,0.598,2025-07-24 02:16:02.776987,
P6832097#005_R05_PNT,WIP_MC,49.66,46.0,0.598,2025-07-24 02:16:02.776987,
P6832097#005_R05_PNT,WIP_MC,2.38368,0.598,0.598,2025-07-24 02:16:02.776987,
P6832097#008_PNT,WIP_MC,48,1.0,0.046,2025-07-24 02:16:02.776987,
P6832097#008_PNT,WIP_MC,49.66,46.0,0.046,2025-07-24 02:16:02.776987,
P6832097#008_PNT,WIP_MC,2.38368,0.046,0.046,2025-07-24 02:16:02.776987,
P6832097#002_R05_PNT,WIP_MC,9,1.0,0.046,2025-07-24 02:16:02.776987,
P6832097#002_R05_PNT,WIP_MC,48,1.0,0.046,2025-07-24 02:16:02.776987,
P6832097#002_R05_PNT,WIP_MC,49.66,46.0,0.046,2025-07-24 02:16:02.776987,
P6832097#002_R05_PNT,WIP_MC,2.38368,0.046,0.046,2025-07-24 02:16:02.776987,
P6833682#004_PNT,WIP_MC,1,2.0,0.092,2025-07-24 02:16:02.776987,
P6833682#004_PNT,WIP_MC,48,2.0,0.092,2025-07-24 02:16:02.776987,
P6833682#004_PNT,WIP_MC,49.66,46.0,0.092,2025-07-24 02:16:02.776987,
P6833682#004_PNT,WIP_MC,2.38368,0.092,0.092,2025-07-24 02:16:02.776987,
T6866845#007_PNT,WIP_MC,1,1.0,0.112,2025-07-24 02:16:02.776987,
T6866845#007_PNT,WIP_MC,9,1.0,0.112,2025-07-24 02:16:02.776987,
T6866845#007_PNT,WIP_MC,48,2.0,0.112,2025-07-24 02:16:02.776987,
T6866845#007_PNT,WIP_MC,49.66,56.0,0.112,2025-07-24 02:16:02.776987,
T6866845#007_PNT,WIP_MC,2.38368,0.112,0.112,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,1,1.0,0.30632,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,1,3.0,0.30632,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,9,3.0,0.30632,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,48,7.0,0.30632,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,49.66,43.76,0.30632,2025-07-24 02:16:02.776987,
P6803133#001N,WIP_MC,2.38368,0.30632,0.30632,2025-07-24 02:16:02.776987,
P6803133#002,WIP_MC,9,3.0,0.2188,2025-07-24 02:16:02.776987,
P6803133#002,WIP_MC,1,2.0,0.2188,2025-07-24 02:16:02.776987,
P6803133#002,WIP_MC,48,5.0,0.2188,2025-07-24 02:16:02.776987,
P6803133#002,WIP_MC,49.66,43.76,0.2188,2025-07-24 02:16:02.776987,
P6803133#002,WIP_MC,2.38368,0.2188,0.2188,2025-07-24 02:16:02.776987,
P6834346#004,WIP_MC,9,1.0,0.04376,2025-07-24 02:16:02.776987,
P6834346#004,WIP_MC,48,1.0,0.04376,2025-07-24 02:16:02.776987,
P6834346#004,WIP_MC,49.66,43.76,0.04376,2025-07-24 02:16:02.776987,
P6834346#004,WIP_MC,2.38368,0.04376,0.04376,2025-07-24 02:16:02.776987,
P6803133#004,WIP_MC,2,2.0,0.08752,2025-07-24 02:16:02.776987,
P6803133#004,WIP_MC,48,2.0,0.08752,2025-07-24 02:16:02.776987,
P6803133#004,WIP_MC,49.66,43.76,0.08752,2025-07-24 02:16:02.776987,
P6803133#004,WIP_MC,2.38368,0.08752,0.08752,2025-07-24 02:16:02.776987,
T6869462#002_PNT_R3,WIP_MC,48,1.0,0.11359999999999999,2025-07-24 02:16:02.776987,
T6869462#002_PNT_R3,WIP_MC,49.66,113.6,0.11359999999999999,2025-07-24 02:16:02.776987,
T6869462#002_PNT_R3,WIP_MC,2.38368,0.11359999999999999,0.11359999999999999,2025-07-24 02:16:02.776987,
P6834477#002_PNT,WIP_MC,1,1.0,0.32104000000000005,2025-07-24 02:16:02.776987,
P6834477#002_PNT,WIP_MC,48,8.0,0.32104000000000005,2025-07-24 02:16:02.776987,
P6834477#002_PNT,WIP_MC,49.66,40.13,0.32104000000000005,2025-07-24 02:16:02.776987,
P6834477#002_PNT,WIP_MC,2.38368,0.32104000000000005,0.32104000000000005,2025-07-24 02:16:02.776987,
P6834691#001_R02_PNT,WIP_MC,48,7.0,0.28091000000000005,2025-07-24 02:16:02.776987,
P6834691#001_R02_PNT,WIP_MC,49.66,40.13,0.28091000000000005,2025-07-24 02:16:02.776987,
P6834691#001_R02_PNT,WIP_MC,2.38368,0.28091000000000005,0.28091000000000005,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,1,2.0,0.20065,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,9,1.0,0.20065,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,1,1.0,0.20065,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,48,5.0,0.20065,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,49.66,40.13,0.20065,2025-07-24 02:16:02.776987,
P6834477#0011_R03_PNT,WIP_MC,2.38368,0.20065,0.20065,2025-07-24 02:16:02.776987,
P6834477#014_R03_PNT,WIP_MC,48,2.0,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#014_R03_PNT,WIP_MC,49.66,40.13,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#014_R03_PNT,WIP_MC,2.38368,0.08026000000000001,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#013_R03_PNT,WIP_MC,9,1.0,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#013_R03_PNT,WIP_MC,48,2.0,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#013_R03_PNT,WIP_MC,49.66,40.13,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#013_R03_PNT,WIP_MC,2.38368,0.08026000000000001,0.08026000000000001,2025-07-24 02:16:02.776987,
P6834477#011_PNT,WIP_MC,1,1.0,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#011_PNT,WIP_MC,48,1.0,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#011_PNT,WIP_MC,49.66,40.13,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#011_PNT,WIP_MC,2.38368,0.040130000000000006,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#012_PNT,WIP_MC,48,1.0,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#012_PNT,WIP_MC,49.66,40.13,0.040130000000000006,2025-07-24 02:16:02.776987,
P6834477#012_PNT,WIP_MC,2.38368,0.040130000000000006,0.040130000000000006,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,2,1.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,1,8.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,3,2.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,9,1.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,1,3.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,48,21.0,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,49.66,114.6,2.4066,2025-07-24 02:16:02.776987,
T6881018#004_R04_PNT,WIP_MC,2.38368,2.4066,2.4066,2025-07-24 02:16:02.776987,
T6188601#004_PNT,WIP_MC,1,1.0,0.2292,2025-07-24 02:16:02.776987,
T6188601#004_PNT,WIP_MC,48,2.0,0.2292,2025-07-24 02:16:02.776987,
T6188601#004_PNT,WIP_MC,49.66,114.6,0.2292,2025-07-24 02:16:02.776987,
T6188601#004_PNT,WIP_MC,2.38368,0.2292,0.2292,2025-07-24 02:16:02.776987,
T6883247#004_PNT,WIP_MC,27,1.0,0.34379999999999994,2025-07-24 02:16:02.776987,
T6883247#004_PNT,WIP_MC,1,1.0,0.34379999999999994,2025-07-24 02:16:02.776987,
T6883247#004_PNT,WIP_MC,48,3.0,0.34379999999999994,2025-07-24 02:16:02.776987,
T6883247#004_PNT,WIP_MC,49.66,114.6,0.34379999999999994,2025-07-24 02:16:02.776987,
T6883247#004_PNT,WIP_MC,2.38368,0.34379999999999994,0.34379999999999994,2025-07-24 02:16:02.776987,
T6883248#004N,WIP_MC,1,1.0,0.1146,2025-07-24 02:16:02.776987,
T6883248#004N,WIP_MC,48,1.0,0.1146,2025-07-24 02:16:02.776987,
T6883248#004N,WIP_MC,49.66,114.6,0.1146,2025-07-24 02:16:02.776987,
T6883248#004N,WIP_MC,2.38368,0.1146,0.1146,2025-07-24 02:16:02.776987,
T6860977#007_PNT,WIP_MC,1,1.0,0.1138,2025-07-24 02:16:02.776987,
T6860977#007_PNT,WIP_MC,48,1.0,0.1138,2025-07-24 02:16:02.776987,
T6860977#007_PNT,WIP_MC,49.66,113.8,0.1138,2025-07-24 02:16:02.776987,
T6860977#007_PNT,WIP_MC,2.38368,0.1138,0.1138,2025-07-24 02:16:02.776987,
T6866845#004_PNT,WIP_MC,2,1.0,0.113,2025-07-24 02:16:02.776987,
T6866845#004_PNT,WIP_MC,1,1.0,0.113,2025-07-24 02:16:02.776987,
T6866845#004_PNT,WIP_MC,48,2.0,0.113,2025-07-24 02:16:02.776987,
T6866845#004_PNT,WIP_MC,49.66,56.5,0.113,2025-07-24 02:16:02.776987,
T6866845#004_PNT,WIP_MC,2.38368,0.113,0.113,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,27,1.0,0.565,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,1,2.0,0.565,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,9,1.0,0.565,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,48,10.0,0.565,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,49.66,56.5,0.565,2025-07-24 02:16:02.776987,
T6866845#004_R04_PNT,WIP_MC,2.38368,0.565,0.565,2025-07-24 02:16:02.776987,
T6883101#005_R04_PNT,WIP_MC,1,1.0,0.113,2025-07-24 02:16:02.776987,
T6883101#005_R04_PNT,WIP_MC,48,2.0,0.113,2025-07-24 02:16:02.776987,
T6883101#005_R04_PNT,WIP_MC,49.66,56.5,0.113,2025-07-24 02:16:02.776987,
T6883101#005_R04_PNT,WIP_MC,2.38368,0.113,0.113,2025-07-24 02:16:02.776987,
T6880975#003_R05_PNT,WIP_MC,48,2.0,0.4596,2025-07-24 02:16:02.776987,
T6880975#003_R05_PNT,WIP_MC,49.66,229.8,0.4596,2025-07-24 02:16:02.776987,
T6880975#003_R05_PNT,WIP_MC,2.38368,0.4596,0.4596,2025-07-24 02:16:02.776987,
T6880975#004_R04_PNT,WIP_MC,1,1.0,0.2298,2025-07-24 02:16:02.776987,
T6880975#004_R04_PNT,WIP_MC,48,1.0,0.2298,2025-07-24 02:16:02.776987,
T6880975#004_R04_PNT,WIP_MC,49.66,229.8,0.2298,2025-07-24 02:16:02.776987,
T6880975#004_R04_PNT,WIP_MC,2.38368,0.2298,0.2298,2025-07-24 02:16:02.776987,
T6271078#001,WIP_MC,1,6.0,5.17,2025-07-24 02:16:02.776987,
T6271078#001,WIP_MC,48,11.0,5.17,2025-07-24 02:16:02.776987,
T6271078#001,WIP_MC,49.66,470.0,5.17,2025-07-24 02:16:02.776987,
T6271078#001,WIP_MC,2.38368,5.17,5.17,2025-07-24 02:16:02.776987,
T6862649#004_R5_PNT,WIP_MC,1,1.0,0.138,2025-07-24 02:16:02.776987,
T6862649#004_R5_PNT,WIP_MC,48,1.0,0.138,2025-07-24 02:16:02.776987,
T6862649#004_R5_PNT,WIP_MC,49.66,138.0,0.138,2025-07-24 02:16:02.776987,
T6862649#004_R5_PNT,WIP_MC,2.38368,0.138,0.138,2025-07-24 02:16:02.776987,
T-6880952#006_R4_PNT,WIP_MC,48,1.0,0.064,2025-07-24 02:16:02.776987,
T-6880952#006_R4_PNT,WIP_MC,49.66,64.0,0.064,2025-07-24 02:16:02.776987,
T-6880952#006_R4_PNT,WIP_MC,2.38368,0.064,0.064,2025-07-24 02:16:02.776987,
T-6884090#003_R1_PNT,WIP_MC,48,1.0,0.064,2025-07-24 02:16:02.776987,
T-6884090#003_R1_PNT,WIP_MC,49.66,64.0,0.064,2025-07-24 02:16:02.776987,
T-6884090#003_R1_PNT,WIP_MC,2.38368,0.064,0.064,2025-07-24 02:16:02.776987,
T-6880952#001_R4_PNT,WIP_MC,1,1.0,0.064,2025-07-24 02:16:02.776987,
T-6880952#001_R4_PNT,WIP_MC,48,1.0,0.064,2025-07-24 02:16:02.776987,
T-6880952#001_R4_PNT,WIP_MC,49.66,64.0,0.064,2025-07-24 02:16:02.776987,
T-6880952#001_R4_PNT,WIP_MC,2.38368,0.064,0.064,2025-07-24 02:16:02.776987,
4015053-1-F,WIP_MC,9,1.0,0.1715,2025-07-24 02:16:02.776987,
4015053-1-F,WIP_MC,48,1.0,0.1715,2025-07-24 02:16:02.776987,
4015053-1-F,WIP_MC,49.66,171.5,0.1715,2025-07-24 02:16:02.776987,
4015053-1-F,WIP_MC,2.38368,0.1715,0.1715,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,1,5.0,0.48729999999999996,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,9,1.0,0.48729999999999996,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,1,4.0,0.48729999999999996,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,48,10.0,0.48729999999999996,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,49.66,48.73,0.48729999999999996,2025-07-24 02:16:02.776987,
PTD4924940633_R04,WIP_MC,2.38368,0.48729999999999996,0.48729999999999996,2025-07-24 02:16:02.776987,
ABB402,WIP_RAW,2,1.0,0.06146,2025-07-24 02:16:02.776987,
ABB402,WIP_RAW,193,1.0,0.06146,2025-07-24 02:16:02.776987,
ABB402,WIP_RAW,49.66,61.46,0.06146,2025-07-24 02:16:02.776987,
ABB402,WIP_RAW,9.58438,0.06146,0.06146,2025-07-24 02:16:02.776987,
ABB419,WIP_RAW,1,1.0,0.08059999999999999,2025-07-24 02:16:02.776987,
ABB419,WIP_RAW,193,1.0,0.08059999999999999,2025-07-24 02:16:02.776987,
ABB419,WIP_RAW,49.66,80.6,0.08059999999999999,2025-07-24 02:16:02.776987,
ABB419,WIP_RAW,9.58438,0.08059999999999999,0.08059999999999999,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,4,1.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,4,3.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,2,1.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,1,2.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,154,24.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,17,57.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,1,1.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,193,90.0,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,49.66,85.3,7.677,2025-07-24 02:16:02.776987,
ABB429,WIP_RAW,9.58438,7.677,7.677,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,4,1.0,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,2,1.0,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,154,1.0,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,17,7.0,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,193,10.0,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,49.66,292.16,2.9216,2025-07-24 02:16:02.776987,
ABB435,WIP_RAW,9.58438,2.9216,2.9216,2025-07-24 02:16:02.776987,
ABB436,WIP_RAW,154,28.0,3.569,2025-07-24 02:16:02.776987,
